server,eval_csv,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,drop_from_best,success_peak_after_500k,peak_step_after_500k,trajectory,mtime
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueA_cube_triple_5task_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task3-v0_seed2_1000000/bestseed_5task_v2_queueA_cube_triple_5task_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task3-v0_seed2/sd002_20260605_005432/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueA_cube_triple_5task_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task3-v0_seed2_1000000/bestseed_5task_v2_queueA_cube_triple_5task_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task3-v0_seed2/sd002_20260605_005432,cube-triple-play-singletask-task1-v0,cube-triple,task1,R2_flow_residual_disagree_std_lam0p001,5,1000000,1000000,COMPLETED,0,-2302.4,1000,0.2,950000,-0.2,0.2,950000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0 -> 500k:0 -> 600k:0.1 -> 700k:0 -> 800k:0 -> 900k:0.1 -> 1M:0,2026-06-05T05:20:08
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueA_cube_triple_5task_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task4-v0_seed2_1000000/bestseed_5task_v2_queueA_cube_triple_5task_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task4-v0_seed2/sd002_20260605_005803/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueA_cube_triple_5task_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task4-v0_seed2_1000000/bestseed_5task_v2_queueA_cube_triple_5task_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task4-v0_seed2/sd002_20260605_005803,cube-triple-play-singletask-task1-v0,cube-triple,task1,R2_flow_residual_disagree_std_lam0p001,5,1000000,1000000,COMPLETED,0,-2847.3,1000,0.1,750000,-0.1,0.1,750000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0 -> 600k:0 -> 700k:0 -> 800k:0 -> 900k:0 -> 1M:0,2026-06-05T05:30:32
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueA_cube_triple_5task_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task5-v0_seed2_1000000/bestseed_5task_v2_queueA_cube_triple_5task_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task5-v0_seed2/sd002_20260605_052016/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueA_cube_triple_5task_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task5-v0_seed2_1000000/bestseed_5task_v2_queueA_cube_triple_5task_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task5-v0_seed2/sd002_20260605_052016,cube-triple-play-singletask-task1-v0,cube-triple,task1,R2_flow_residual_disagree_std_lam0p001,5,1000000,1000000,COMPLETED,0.1,-2514.9,947.4,0.1,1000000,0,0.1,1000000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0 -> 600k:0 -> 700k:0 -> 800k:0 -> 900k:0 -> 1M:0.1,2026-06-05T09:43:44
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task1-v0_seed2/sd002_20260605_053047/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task1-v0_seed2/sd002_20260605_053047,cube-double-play-singletask-task1-v0,cube-double,task1,A1_action_std_lam0p001,5,300000,300000,COMPLETED,1,-161.1,162.1,1,300000,0,,,0:0 -> 100k:0 -> 200k:0.4 -> 300k:1,2026-06-05T06:50:26
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task2-v0_seed2/sd002_20260605_093200/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task2-v0_seed2/sd002_20260605_093200,cube-double-play-singletask-task2-v0,cube-double,task2,A1_action_std_lam0p001,5,300000,300000,COMPLETED,0.3,-718.6,396.3,0.3,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.3,2026-06-05T10:51:56
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task3-v0_seed2/sd002_20260605_110234/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task3-v0_seed2/sd002_20260605_110234,cube-double-play-singletask-task3-v0,cube-double,task3,A1_action_std_lam0p001,5,300000,300000,COMPLETED,0,-955.9,500,0.2,200000,-0.2,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0,2026-06-05T12:20:42
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task4-v0_seed2/sd002_20260605_133443/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task4-v0_seed2/sd002_20260605_133443,cube-double-play-singletask-task4-v0,cube-double,task4,A1_action_std_lam0p001,5,300000,300000,COMPLETED,0.1,-912.5,481.8,0.1,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1,2026-06-05T14:55:11
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task5-v0_seed2/sd002_20260605_145918/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_cube-double-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_cube-double-play-singletask-task5-v0_seed2/sd002_20260605_145918,cube-double-play-singletask-task5-v0,cube-double,task5,A1_action_std_lam0p001,5,300000,300000,COMPLETED,0.7,-479.8,291.7,0.7,300000,0,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.7,2026-06-05T16:17:42
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260605_173657/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260605_173657,scene-play-singletask-task1-v0,scene,task1,A1_action_std_lam0p001,5,300000,300000,COMPLETED,1,-92.5,71.1,1,50000,0,,,0:0 -> 100k:1 -> 200k:1 -> 300k:1,2026-06-05T18:54:05
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260605_185931/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260605_185931,scene-play-singletask-task2-v0,scene,task2,A1_action_std_lam0p001,5,300000,300000,COMPLETED,1,-399.4,210.8,1,200000,0,,,0:0 -> 100k:0.9 -> 200k:1 -> 300k:1,2026-06-05T20:19:28
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260605_213110/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260605_213110,scene-play-singletask-task3-v0,scene,task3,A1_action_std_lam0p001,5,300000,300000,COMPLETED,0.8,-606.8,336.5,0.9,150000,-0.1,,,0:0 -> 100k:0.6 -> 200k:0.9 -> 300k:0.8,2026-06-05T22:49:10
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260605_230315/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260605_230315,scene-play-singletask-task4-v0,scene,task4,A1_action_std_lam0p001,5,300000,300000,COMPLETED,0,-836.8,750,0.1,100000,-0.1,,,0:0 -> 100k:0.1 -> 200k:0 -> 300k:0,2026-06-06T00:25:24
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260606_012953/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/A1_action_std_lam0p001_scene-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_A1_action_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260606_012953,scene-play-singletask-task5-v0,scene,task5,A1_action_std_lam0p001,5,300000,300000,COMPLETED,0,-1500,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-06T02:50:20
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task1-v0_seed2/sd002_20260605_065051/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task1-v0_seed2/sd002_20260605_065051,cube-double-play-singletask-task1-v0,cube-double,task1,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,0.9,-202.3,203.2,0.9,300000,0,,,0:0 -> 100k:0.1 -> 200k:0.2 -> 300k:0.9,2026-06-05T08:10:58
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task2-v0_seed2/sd002_20260605_094401/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task2-v0_seed2/sd002_20260605_094401,cube-double-play-singletask-task2-v0,cube-double,task2,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,0.2,-772.4,442.7,0.2,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.2,2026-06-05T11:02:26
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task3-v0_seed2/sd002_20260605_121339/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task3-v0_seed2/sd002_20260605_121339,cube-double-play-singletask-task3-v0,cube-double,task3,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,0.5,-613,329,0.5,300000,0,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.5,2026-06-05T13:34:08
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task4-v0_seed2/sd002_20260605_134014/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task4-v0_seed2/sd002_20260605_134014,cube-double-play-singletask-task4-v0,cube-double,task4,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,0.1,-934.1,469.2,0.1,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1,2026-06-05T14:59:01
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task5-v0_seed2/sd002_20260605_161722/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_cube-double-play-singletask-task5-v0_seed2/sd002_20260605_161722,cube-double-play-singletask-task5-v0,cube-double,task5,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,0.3,-680.3,394.8,0.3,250000,0,,,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.3,2026-06-05T17:38:32
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260605_173857/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed2/sd002_20260605_173857,scene-play-singletask-task1-v0,scene,task1,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,1,-108.5,78.6,1,100000,0,,,0:0 -> 100k:1 -> 200k:1 -> 300k:1,2026-06-05T18:59:18
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260605_201235/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed2/sd002_20260605_201235,scene-play-singletask-task2-v0,scene,task2,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,1,-425.8,232.5,1,150000,0,,,0:0 -> 100k:0.8 -> 200k:0.9 -> 300k:1,2026-06-05T21:30:56
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260605_214111/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed2/sd002_20260605_214111,scene-play-singletask-task3-v0,scene,task3,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,0.7,-889.3,437.1,1,250000,-0.3,,,0:0 -> 100k:0.6 -> 200k:0.9 -> 300k:0.7,2026-06-05T23:02:38
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260606_000918/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed2/sd002_20260606_000918,scene-play-singletask-task4-v0,scene,task4,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,0.1,-952,722,0.1,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1,2026-06-06T01:29:17
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260606_014854/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed2/sd002_20260606_014854,scene-play-singletask-task5-v0,scene,task5,R2_flow_residual_disagree_std_lam0p001,5,300000,300000,COMPLETED,0,-1500,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-06T03:11:49
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task1-v0_seed2/sd002_20260605_081126/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task1-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task1-v0_seed2/sd002_20260605_081126,cube-double-play-singletask-task1-v0,cube-double,task1,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,0.8,-202.1,202.9,0.8,300000,0,,,0:0 -> 100k:0 -> 200k:0.3 -> 300k:0.8,2026-06-05T09:31:35
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task2-v0_seed2/sd002_20260605_105235/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task2-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task2-v0_seed2/sd002_20260605_105235,cube-double-play-singletask-task2-v0,cube-double,task2,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,0.3,-762.5,395.1,0.3,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.3,2026-06-05T12:13:30
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task3-v0_seed2/sd002_20260605_122109/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task3-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task3-v0_seed2/sd002_20260605_122109,cube-double-play-singletask-task3-v0,cube-double,task3,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,0.4,-661.1,368.6,0.4,300000,0,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.4,2026-06-05T13:39:38
4090d,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task4-v0_seed2/sd002_20260605_145548/eval.csv,/root/sb-value-flows/exp/bestseed_5task_push_4090d_v2/queueB_screen_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task4-v0_seed2_300000/bestseed_5task_v2_queueB_screen_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-double-play-singletask-task4-v0_seed2/sd002_20260605_145548,cube-double-play-singletask-task4-v0,cube-double,task4,R3_flow_residual_disagree_typicality_std_lam0p001,5,300000,300000,COMPLETED,0.1,-887.3,479.5,0.1,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1,2026-06-05T16:16:52
